sNoPlace,nLongitude,nLatitude,nPositionCentreLongitude,nPositionCentreLatitude,sStatut,sGenre,sType,sAutreTete,sNomRue,nSupVelo,sTypeExploitation,nTarifHoraire,sLocalisation,nTarifMax
K745,-73.564873984106299000,45.503921156310618000,-73.564846317213522000,45.503942525945874000,1,NORMAL,Simple,,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K746,-73.564780834885767000,45.503875083226831000,-73.564788498799871000,45.503914484428080000,1,NORMAL,Double,K747,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K747,-73.564780834885767000,45.503875083226831000,-73.564723577782502000,45.503882998130614000,1,NORMAL,Double,K746,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K748,-73.564648303865653000,45.503812232294180000,-73.564658656837480000,45.503851511796071000,1,NORMAL,Double,K749,Saint-Alexandre,0,Régulier Payez-Partez,300,S,
K749,-73.564648303865653000,45.503812232294180000,-73.564591166047919000,45.503818779023121000,1,NORMAL,Double,K748,Saint-Alexandre,0,Régulier Payez-Partez,300,S,
K750,-73.564565362780911000,45.503773846913084000,-73.564526295888825000,45.503787317172488000,1,NORMAL,Simple,,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K751,-73.564467848223046000,45.503725886370027000,-73.564461425801824000,45.503755855284780000,1,NORMAL,Simple,,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K753,-73.564344595027180000,45.503662615919176000,-73.564349706934976000,45.503701091718199000,1,NORMAL,Double,K754,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K754,-73.564344595027180000,45.503662615919176000,-73.564287289128089000,45.503670818994856000,1,NORMAL,Double,K753,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K755,-73.564217170934498000,45.503599824596257000,-73.564224871388092000,45.503640546236326000,1,NORMAL,Double,K756,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K756,-73.564217170934498000,45.503599824596257000,-73.564162453714843000,45.503610273444359000,1,NORMAL,Double,K755,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K757,-73.564091821316993000,45.503538030792292000,-73.564098505019970000,45.503579258031522000,1,NORMAL,Double,K758,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K758,-73.564091821316993000,45.503538030792292000,-73.564034556395185000,45.503548242582653000,1,NORMAL,Double,K757,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K759,-73.563965691286668000,45.503476156301225000,-73.563970607840588000,45.503517227097802000,1,NORMAL,Double,K760,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K760,-73.563965691286668000,45.503476156301225000,-73.563906659356334000,45.503486211576927000,1,NORMAL,Double,K759,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K768,-73.563314386413481000,45.503162159005413000,-73.563280881823175000,45.503179576637628000,1,NORMAL,Simple,,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K769,-73.563202267990803000,45.503109643266214000,-73.563217002066864000,45.503148593694320000,1,NORMAL,Double,K770,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K770,-73.563202267990803000,45.503109643266214000,-73.563153122380598000,45.503117610714185000,1,NORMAL,Double,K769,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K771,-73.563120314264438000,45.503071265283324000,-73.563087463818576000,45.503085764870001000,1,NORMAL,Simple,,Saint-Alexandre,0,Régulier Payez-Partez,300,S,
K772,-73.563016132336628000,45.503020787618567000,-73.563024890683138000,45.503057210950431000,1,NORMAL,Double,K773,Saint-Alexandre,0,Régulier Payez-Partez,300,S,
K773,-73.563016132336628000,45.503020787618567000,-73.562967950163682000,45.503029593428643000,1,NORMAL,Double,K772,Saint-Alexandre,0,Régulier Payez-Partez,300,S,
K776,-73.562783364792793000,45.502907175627769000,-73.562759720126493000,45.502930975447363000,1,NORMAL,Simple,,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K777,-73.562688018988496000,45.502862037873285000,-73.562696012086789000,45.502900075222932000,1,NORMAL,Double,K778,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K778,-73.562688018988496000,45.502862037873285000,-73.562636296299559000,45.502871111293096000,1,NORMAL,Double,K777,Saint-Alexandre,1,Régulier Payez-Partez,300,S,
K780,-73.561769853946913000,45.503316184919861000,-73.561779218346061000,45.503355447788039000,1,NORMAL,Double,K781,Jean-Paul Riopelle,1,Régulier Payez-Partez,300,S,
K781,-73.561769853946913000,45.503316184919861000,-73.561716236673661000,45.503325650543204000,1,NORMAL,Double,K780,Jean-Paul Riopelle,1,Régulier Payez-Partez,300,S,
K782,-73.561644892788593000,45.503255540016760000,-73.561651822372553000,45.503295175439014000,1,NORMAL,Simple,,Jean-Paul Riopelle,0,Régulier Payez-Partez,300,S,
K789,-73.561292653711220000,45.503088634775445000,-73.561239216629701000,45.503101598581871000,1,NORMAL,Simple,,Jean-Paul Riopelle,0,Régulier Payez-Partez,300,S,
K790,-73.561164614164966000,45.503035661986253000,-73.561176603835634000,45.503071975292990000,1,NORMAL,Double,K791,Jean-Paul Riopelle,0,Régulier Payez-Partez,300,S,
K791,-73.561164614164966000,45.503035661986253000,-73.561112911053684000,45.503041840974092000,1,NORMAL,Double,K790,Jean-Paul Riopelle,0,Régulier Payez-Partez,300,S,
K792,-73.561042148139649000,45.502972197183972000,-73.561049218339690000,45.503011706619475000,1,NORMAL,Double,K793,Jean-Paul Riopelle,1,Régulier Payez-Partez,300,S,
K793,-73.561042148139649000,45.502972197183972000,-73.560985525693610000,45.502981572229146000,1,NORMAL,Double,K792,Jean-Paul Riopelle,1,Régulier Payez-Partez,300,S,
K794,-73.560923460786739000,45.502913374816679000,-73.560921833115614000,45.502951437803105000,1,NORMAL,Simple,,Jean-Paul Riopelle,0,Régulier Payez-Partez,300,S,
K795,-73.560905101518543000,45.502904980072707000,-73.560858140605418000,45.502921303341367000,1,NORMAL,Simple,,Jean-Paul Riopelle,0,Régulier Payez-Partez,300,S,
K797,-73.564466395235755000,45.505028955554799000,-73.564469846028942000,45.505072982479490000,1,NORMAL,Double,K798,Bleury,1,Régulier Payez-Partez,300,S,
K798,-73.564466395235755000,45.505028955554799000,-73.564411958715695000,45.505048068232412000,1,NORMAL,Double,K797,Bleury,1,Régulier Payez-Partez,300,S,
K801,-73.564217423018391000,45.504913325051639000,-73.564214882738853000,45.504955436922273000,1,NORMAL,Double,K802,Bleury,1,Régulier Payez-Partez,300,S,
K802,-73.564217423018391000,45.504913325051639000,-73.564155657764132000,45.504927091710456000,1,NORMAL,Double,K801,Bleury,1,Régulier Payez-Partez,300,S,
K803,-73.564153696175254000,45.504881380448218000,-73.564089046525851000,45.504895211346124000,1,NORMAL,Simple,,Bleury,1,Régulier Payez-Partez,300,S,
K804,-73.564021854086334000,45.504818141480577000,-73.564024046922114000,45.504864102242252000,1,NORMAL,Double,K805,Bleury,1,Régulier Payez-Partez,300,S,
K805,-73.564021854086334000,45.504818141480577000,-73.563960947364052000,45.504834771547493000,1,NORMAL,Double,K804,Bleury,1,Régulier Payez-Partez,300,S,
K808,-73.563839555278165000,45.504733433325924000,-73.563788141924860000,45.504753386498152000,1,NORMAL,Simple,,Bleury,0,Régulier Payez-Partez,300,S,
K813,-73.563424913802322000,45.504558823294822000,-73.563438584610125000,45.504586084177760000,1,NORMAL,Double,K814,Bleury,0,Régulier Payez-Partez,300,S,
K814,-73.563424913802322000,45.504558823294822000,-73.563379787157487000,45.504558979815961000,1,NORMAL,Double,K813,Bleury,0,Régulier Payez-Partez,300,S,
K815,-73.563310489234667000,45.504480242063089000,-73.563312946570846000,45.504526988808934000,1,NORMAL,Double,K816,Bleury,0,Régulier Payez-Partez,300,S,
K816,-73.563310489234667000,45.504480242063089000,-73.563244878221184000,45.504494410096363000,1,NORMAL,Double,K815,Bleury,0,Régulier Payez-Partez,300,S,
K817,-73.563234687957603000,45.504440400628766000,-73.563173586877127000,45.504460288718107000,1,NORMAL,Simple,,Bleury,0,Régulier Payez-Partez,300,S,
K818,-73.563115227931917000,45.504380790891673000,-73.563107310188897000,45.504427980437384000,1,NORMAL,Simple,,Bleury,0,Régulier Payez-Partez,300,S,
K819,-73.563044655686525000,45.504350577762324000,-73.563043682699572000,45.504397526980462000,1,NORMAL,Double,K820,Bleury,0,Régulier Payez-Partez,300,S,
K820,-73.563044655686525000,45.504350577762324000,-73.562980055278828000,45.504367073486954000,1,NORMAL,Double,K819,Bleury,0,Régulier Payez-Partez,300,S,
K821,-73.562914312645006000,45.504286742786910000,-73.562916427926680000,45.504336619957819000,1,NORMAL,Double,K822,Bleury,0,Régulier Payez-Partez,300,S,
K822,-73.562914312645006000,45.504286742786910000,-73.562855646929421000,45.504308550893356000,1,NORMAL,Double,K821,Bleury,0,Régulier Payez-Partez,300,S,
K823,-73.562572340658491000,45.504149213440435000,-73.562585625523070000,45.504179311338511000,1,NORMAL,Double,K824,Bleury,1,Régulier Payez-Partez,300,S,
K824,-73.562572340658491000,45.504149213440435000,-73.562523759480413000,45.504149700401875000,1,NORMAL,Double,K823,Bleury,1,Régulier Payez-Partez,300,S,
K825,-73.562442437525718000,45.504088833079983000,-73.562461893502729000,45.504120089431595000,1,NORMAL,Double,K826,Bleury,1,Régulier Payez-Partez,300,S,
K826,-73.562442437525718000,45.504088833079983000,-73.562399503294174000,45.504089459274823000,1,NORMAL,Double,K825,Bleury,1,Régulier Payez-Partez,300,S,
K838,-73.566346372217410000,45.502325194892322000,-73.566394773504129000,45.502318971328492000,1,NORMAL,Double,K839,Union,0,Régulier Payez-Partez,300,S,
K839,-73.566346372217410000,45.502325194892322000,-73.566336159296071000,45.502290818947948000,1,NORMAL,Double,K838,Union,0,Régulier Payez-Partez,300,S,
K840,-73.566220322161911000,45.502265842391971000,-73.566272209853778000,45.502260103988952000,1,NORMAL,Double,K841,Union,0,Régulier Payez-Partez,300,S,
K841,-73.566220322161911000,45.502265842391971000,-73.566209254672160000,45.502229866507108000,1,NORMAL,Double,K840,Union,0,Régulier Payez-Partez,300,S,
K842,-73.566093591721653000,45.502204402509427000,-73.566144823710559000,45.502198920135946000,1,NORMAL,Double,K843,Union,0,Régulier Payez-Partez,300,S,
K843,-73.566093591721653000,45.502204402509427000,-73.566081868665279000,45.502168682583488000,1,NORMAL,Double,K842,Union,0,Régulier Payez-Partez,300,S,
K844,-73.565968501958352000,45.502145076169597000,-73.566017851573605000,45.502137934856265000,1,NORMAL,Double,K845,Union,0,Régulier Payez-Partez,300,S,
K845,-73.565968501958352000,45.502145076169597000,-73.565960126951879000,45.502110209374116000,1,NORMAL,Double,K844,Union,0,Régulier Payez-Partez,300,S,
K853,-73.565122115449384000,45.501127658754584000,-73.565117950354107000,45.501097438968976000,1,NORMAL,Double,K854,La Gauchetière,1,Régulier Payez-Partez,300,S,
K854,-73.565122115449384000,45.501127658754584000,-73.565083243028695000,45.501141260735267000,1,NORMAL,Double,K853,La Gauchetière,1,Régulier Payez-Partez,300,S,
L014,-73.558746527803635000,45.499699461403047000,-73.558756310156142000,45.499738054550214000,1,NORMAL,Simple,,Saint-Henri ,0,Régulier Payez-Partez,300,S,
L015,-73.558680464383883000,45.499666414939149000,-73.558693952328966000,45.499706936401289000,1,NORMAL,Double,L016,Saint-Henri ,0,Régulier Payez-Partez,300,S,
L016,-73.558680464383883000,45.499666414939149000,-73.558631340186210000,45.499675691274582000,1,NORMAL,Double,L015,Saint-Henri ,0,Régulier Payez-Partez,300,S,
L017,-73.558548016670116000,45.499600506400782000,-73.558558792766846000,45.499639488092775000,1,NORMAL,Double,L018,Saint-Henri ,0,Régulier Payez-Partez,300,S,
L018,-73.558548016670116000,45.499600506400782000,-73.558501743929298000,45.499611019069988000,1,NORMAL,Double,L017,Saint-Henri ,0,Régulier Payez-Partez,300,S,
L025,-73.554016811332573000,45.495103716753874000,-73.554070815411407000,45.495103704289420000,1,NORMAL,Double,L026,Brennan,0,Régulier Payez-Partez,300,S,
L026,-73.554016811332573000,45.495103716753874000,-73.554012708007733000,45.495141754764752000,1,NORMAL,Double,L025,Brennan,0,Régulier Payez-Partez,300,S,
L027,-73.553904012211746000,45.495176973925489000,-73.553955357093400000,45.495179873935804000,1,NORMAL,Double,L028,Brennan,0,Régulier Payez-Partez,300,S,
L028,-73.553904012211746000,45.495176973925489000,-73.553900095781444000,45.495214569858099000,1,NORMAL,Double,L027,Brennan,0,Régulier Payez-Partez,300,S,
L029,-73.553791212798529000,45.495250230985761000,-73.553843618727143000,45.495251238319938000,1,NORMAL,Double,L030,Brennan,0,Régulier Payez-Partez,300,S,
L030,-73.553791212798529000,45.495250230985761000,-73.553784715272485000,45.495289482072813000,1,NORMAL,Double,L029,Brennan,0,Régulier Payez-Partez,300,S,
L031,-73.553678413092655000,45.495323487933881000,-73.553725811738232000,45.495327725795107000,1,NORMAL,Double,L032,Brennan,0,Régulier Payez-Partez,300,S,
L032,-73.553678413092655000,45.495323487933881000,-73.553678445270677000,45.495358476793065000,1,NORMAL,Double,L031,Brennan,0,Régulier Payez-Partez,300,S,
L033,-73.553620904613865000,45.495360783808906000,-73.553616684919845000,45.495398580845972000,1,NORMAL,Simple,,Brennan,0,Régulier Payez-Partez,300,S,
L101,-73.569908022974417000,45.494326249017341000,-73.569957790967237000,45.494325962458568000,1,NORMAL,Double,L102,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L102,-73.569908022974417000,45.494326249017341000,-73.569909577594146000,45.494364632296168000,1,NORMAL,Double,L101,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L103,-73.569803787163693000,45.494410421218120000,-73.569858289168323000,45.494405768418346000,1,NORMAL,Double,L104,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L104,-73.569803787163693000,45.494410421218120000,-73.569803403507635000,45.494449789627907000,1,NORMAL,Double,L103,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L105,-73.569699538247832000,45.494494593330529000,-73.569752463039976000,45.494490646497951000,1,NORMAL,Double,L106,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L106,-73.569699538247832000,45.494494593330529000,-73.569700773793215000,45.494534498827726000,1,NORMAL,Double,L105,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L107,-73.569595468135091000,45.494578756239150000,-73.569651341668120000,45.494574145769199000,1,NORMAL,Double,L108,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L108,-73.569595468135091000,45.494578756239150000,-73.569596223606354000,45.494618353012925000,1,NORMAL,Double,L107,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L112,-73.569321000651598000,45.494800257846911000,-73.569377034176995000,45.494794152161766000,1,NORMAL,Double,L113,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L113,-73.569321000651598000,45.494800257846911000,-73.569320407178907000,45.494839569150493000,1,NORMAL,Double,L112,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L114,-73.569217484588847000,45.494888505363640000,-73.569269239549016000,45.494882920222182000,1,NORMAL,Double,L115,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L115,-73.569217484588847000,45.494888505363640000,-73.569216422327173000,45.494925281448005000,1,NORMAL,Double,L114,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L116,-73.568901380624794000,45.495142011638947000,-73.568949458769836000,45.495140971393973000,1,NORMAL,Double,L117,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L117,-73.568901380624794000,45.495142011638947000,-73.568900493113375000,45.495181423745805000,1,NORMAL,Double,L116,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L118,-73.568800106428114000,45.495223085660975000,-73.568850689814838000,45.495221367121815000,1,NORMAL,Double,L119,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L119,-73.568800106428114000,45.495223085660975000,-73.568799401043236000,45.495262501798820000,1,NORMAL,Double,L118,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L120,-73.568698755248647000,45.495304222627503000,-73.568749619526145000,45.495302427545809000,1,NORMAL,Double,L121,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L121,-73.568698755248647000,45.495304222627503000,-73.568703667168563000,45.495341422189128000,1,NORMAL,Double,L120,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L123,-73.568578333458873000,45.495398140413819000,-73.568588810342007000,45.495431378986950000,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L127,-73.568255200756738000,45.495659130376254000,-73.568306712461720000,45.495657624074703000,1,NORMAL,Double,L128,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L128,-73.568255200756738000,45.495659130376254000,-73.568254029184814000,45.495699876267345000,1,NORMAL,Double,L127,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L129,-73.568146104905182000,45.495746637493248000,-73.568198676846478000,45.495744268963037000,1,NORMAL,Double,L130,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L130,-73.568146104905182000,45.495746637493248000,-73.568137919705421000,45.495792996210596000,1,NORMAL,Double,L129,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L131,-73.568024469522570000,45.495844169590541000,-73.568077832642061000,45.495841185940613000,1,NORMAL,Double,L132,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L132,-73.568024469522570000,45.495844169590541000,-73.568028398235143000,45.495880832171061000,1,NORMAL,Double,L131,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L134,-73.567889257895175000,45.495952777472553000,-73.567890770624103000,45.495991208653678000,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L139,-73.567341850814799000,45.496278608032775000,-73.567375177246916000,45.496296422395034000,1,NORMAL,Simple,,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L140,-73.567296791481624000,45.496314808320498000,-73.567325841957711000,45.496335885364687000,1,NORMAL,Simple,,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L141,-73.567209126945031000,45.496385236739421000,-73.567269387340758000,45.496381042942225000,1,NORMAL,Double,L142,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L142,-73.567209126945031000,45.496385236739421000,-73.567216213570987000,45.496423576106750000,1,NORMAL,Double,L141,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L144,-73.567073712572878000,45.496510862577985000,-73.567091212839330000,45.496522292848134000,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L151,-73.565758929393795000,45.497577438232504000,-73.565808193967229000,45.497574462953146000,1,NORMAL,Double,L152,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L152,-73.565758929393795000,45.497577438232504000,-73.565757242978080000,45.497615215776698000,1,NORMAL,Double,L151,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L153,-73.565703479538172000,45.497623012787983000,-73.565701125251309000,45.497660101087419000,1,NORMAL,Simple,,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L154,-73.565618977324633000,45.497690269152244000,-73.565646098869266000,45.497704113398427000,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L155,-73.565586647292093000,45.497715582330891000,-73.565592875278497000,45.497749496095835000,1,HANDICAPÉ,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L156,-73.565539233515878000,45.497753654943196000,-73.565542036686523000,45.497789349645316000,1,HANDICAPÉ,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L157,-73.565359497785749000,45.497897984898174000,-73.565386348679070000,45.497917660816412000,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L158,-73.565310308441937000,45.497938910935105000,-73.565336601611293000,45.497958856660006000,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
L159,-73.565225990734277000,45.498008840984241000,-73.565282253840735000,45.498003862280065000,1,NORMAL,Double,L160,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L160,-73.565225990734277000,45.498008840984241000,-73.565230089604384000,45.498047059613789000,1,NORMAL,Double,L159,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L161,-73.565176289505246000,45.498049875236205000,-73.565181947106822000,45.498086926455393000,1,NORMAL,Simple,,Saint-Antoine,1,Régulier Payez-Partez,300,S,
L162,-73.568113277971534000,45.493478734949591000,-73.568098702939608000,45.493441470412527000,1,NORMAL,Double,L163,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L163,-73.568113277971534000,45.493478734949591000,-73.568056223851713000,45.493485425942573000,1,NORMAL,Double,L162,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L164,-73.568017069469676000,45.493578792000136000,-73.568006873259392000,45.493536491704582000,1,NORMAL,Double,L165,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L165,-73.568017069469676000,45.493578792000136000,-73.567958892397613000,45.493585157128770000,1,NORMAL,Double,L164,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L166,-73.567962071071932000,45.493635946865737000,-73.567912310187111000,45.493633358085667000,1,NORMAL,Simple,,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L169,-73.567806751152887000,45.493799522919502000,-73.567788661070878000,45.493762855939558000,1,NORMAL,Double,L170,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L170,-73.567806751152887000,45.493799522919502000,-73.567752834106173000,45.493799927624686000,1,NORMAL,Double,L169,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L173,-73.567674324055062000,45.493934695103924000,-73.567635202720325000,45.493921645403816000,1,NORMAL,Simple,,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L175,-73.567596539921695000,45.494016164223673000,-73.567543139665332000,45.494018428570911000,1,NORMAL,Simple,,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L176,-73.567527689473835000,45.494087152544807000,-73.567503333729434000,45.494062290463134000,1,NORMAL,Simple,,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L178,-73.567280151540586000,45.494361670753541000,-73.567257684368897000,45.494322543002795000,1,NORMAL,Simple,,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L179,-73.567237041272591000,45.494406133235834000,-73.567218180816141000,45.494363418017272000,1,NORMAL,Double,L180,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L180,-73.567237041272591000,45.494406133235834000,-73.567173864944422000,45.494409272335581000,1,NORMAL,Double,L179,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L181,-73.567193909251131000,45.494451183597938000,-73.567131416448916000,45.494453194363942000,1,NORMAL,Simple,,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L182,-73.567109540112057000,45.494540704593256000,-73.567088967887315000,45.494497116377161000,1,NORMAL,Simple,,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L183,-73.567065106036495000,45.494585227993788000,-73.567045513707811000,45.494542078827351000,1,NORMAL,Double,L184,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L184,-73.567065106036495000,45.494585227993788000,-73.567002059459043000,45.494587041260708000,1,NORMAL,Double,L183,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L185,-73.566978016398338000,45.494674498660196000,-73.566958605141266000,45.494632003677204000,1,NORMAL,Double,L186,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L186,-73.566978016398338000,45.494674498660196000,-73.566915940834633000,45.494676148578748000,1,NORMAL,Double,L185,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L187,-73.566890643958345000,45.494762887576940000,-73.566873276461379000,45.494720293463153000,1,NORMAL,Double,L188,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L188,-73.566890643958345000,45.494762887576940000,-73.566827954469957000,45.494767188096205000,1,NORMAL,Double,L187,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L189,-73.566797126892723000,45.494859648571058000,-73.566780980408978000,45.494815792023076000,1,NORMAL,Double,L190,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L190,-73.566797126892723000,45.494859648571058000,-73.566734006267339000,45.494864395930328000,1,NORMAL,Double,L189,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L191,-73.566703648050407000,45.494956544441273000,-73.566687032044783000,45.494912999817828000,1,NORMAL,Double,L192,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L192,-73.566703648050407000,45.494956544441273000,-73.566641063308410000,45.494960563236248000,1,NORMAL,Double,L191,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L193,-73.566610411881470000,45.495053350107383000,-73.566595094494673000,45.495008126634914000,1,NORMAL,Double,L194,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L194,-73.566610411881470000,45.495053350107383000,-73.566548126446435000,45.495056723828647000,1,NORMAL,Double,L193,Saint-Jacques,1,Régulier Payez-Partez,300,S,
L195,-73.566517021834855000,45.495150137788457000,-73.566501158317266000,45.495105321002661000,1,NORMAL,Double,L196,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L196,-73.566517021834855000,45.495150137788457000,-73.566454190107351000,45.495153918157023000,1,NORMAL,Double,L195,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L197,-73.566423733911250000,45.495246997319711000,-73.566407221816803000,45.495202515291702000,1,NORMAL,Double,L198,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L198,-73.566423733911250000,45.495246997319711000,-73.566361448850842000,45.495249875548467000,1,NORMAL,Double,L197,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L199,-73.566358661935453000,45.495314334492264000,-73.566319573709080000,45.495293202728817000,1,NORMAL,Simple,,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L238,-73.564425727620744000,45.496954525092605000,-73.564494952710049000,45.496964759490162000,1,NORMAL,Simple,,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L239,-73.564368997140264000,45.497013595838752000,-73.564448899826530000,45.497012555028995000,1,NORMAL,Double,L240,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L240,-73.564368997140264000,45.497013595838752000,-73.564403957871377000,45.497059197504939000,1,NORMAL,Double,L239,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L243,-73.564210371509688000,45.497179229410413000,-73.564281821954509000,45.497185954341788000,1,NORMAL,Double,L244,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L244,-73.564210371509688000,45.497179229410413000,-73.564246197895457000,45.497222926077647000,1,NORMAL,Double,L243,Saint-Jacques,0,Régulier Payez-Partez,300,S,
L302,-73.554315905144463000,45.495826805538343000,-73.554313055529931000,45.495800031317181000,1,NORMAL,Simple,,Duke,1,Régulier Payez-Partez,300,S,
L303,-73.554204202297782000,45.495781881097798000,-73.554246824945011000,45.495775219971449000,1,NORMAL,Simple,,Duke,1,Régulier Payez-Partez,300,S,
L304,-73.554129666603046000,45.495753956121689000,-73.554179174972447000,45.495749876830729000,1,NORMAL,Double,L305,Duke,1,Régulier Payez-Partez,300,S,
L305,-73.554129666603046000,45.495753956121689000,-73.554111805550591000,45.495724476018708000,1,NORMAL,Double,L304,Duke,1,Régulier Payez-Partez,300,S,
L306,-73.554067572742312000,45.495730700182548000,-73.554046593918372000,45.495699404478749000,1,NORMAL,Simple,,Duke,0,Régulier Payez-Partez,300,S,
L307,-73.553930514194960000,45.495678440268577000,-73.553981227935338000,45.495674761812190000,1,NORMAL,Double,L308,Duke,1,Régulier Payez-Partez,300,S,
L308,-73.553930514194960000,45.495678440268577000,-73.553911778422503000,45.495648084286721000,1,NORMAL,Double,L307,Duke,1,Régulier Payez-Partez,300,S,
L309,-73.553795494008057000,45.495627043316873000,-73.553843837170774000,45.495622255406019000,1,NORMAL,Double,L310,Duke,1,Régulier Payez-Partez,300,S,
L310,-73.553795494008057000,45.495627043316873000,-73.553771741480332000,45.495594529206791000,1,NORMAL,Double,L309,Duke,1,Régulier Payez-Partez,300,S,
L318,-73.553377211102145000,45.495805443202556000,-73.553341275539751000,45.495791577318769000,1,HANDICAPÉ,Simple,,Brennan,0,Régulier Payez-Partez,300,S,
